com.samsung.shealth.sleep,6156001,5
original_efficiency,mental_recovery,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,has_sleep_data,combined_id,data_version,physical_recovery,original_wake_up_time,movement_awakening,original_bed_time,quality,extra_data,sleep_cycle,efficiency,sleep_score,sleep_duration,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,73.0,19,30,17,12,37,372,167,1,11,0,0,,1,50.0,,23.0,,,e0d253c0-79d9-2bac-0b39-4ba1de5496c1.extra_data.json,5,90.0,65,372,2021-02-14 00:03:00.000,,2021-02-14 06:19:09.224,2021-02-14 06:19:06.391,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-14 06:15:00.000,e0d253c0-79d9-2bac-0b39-4ba1de5496c1,
,61.0,0,0,5,4,45,174,86,1,40,0,0,,1,17.0,,55.0,,,ce1721b5-455a-5162-cddb-5562c871a77f.extra_data.json,1,74.0,41,174,2021-03-30 04:03:00.000,,2021-03-30 07:00:36.916,2021-03-30 07:00:33.383,UTC+0400,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-30 06:57:00.000,ce1721b5-455a-5162-cddb-5562c871a77f,
,62.0,34,34,8,13,35,477,158,2,25,0,0,9cc9ff0c-26b7-4de9-80f3-2884eeea8652,1,63.0,,18.0,,,6dedc716-af49-8d6e-af29-b2ee53be7e24.extra_data.json,5,92.0,64,477,2021-02-28 22:39:00.000,,2021-03-01 06:51:01.445,2021-03-01 06:46:07.384,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-01 06:36:00.000,6dedc716-af49-8d6e-af29-b2ee53be7e24,
,90.0,34,34,4,4,45,380,114,0,27,0,0,,,36.0,,12.0,,,1f55f967-dfc4-7f0a-0616-9fb3ff4a5122.extra_data.json,2,88.0,75,380,2021-01-26 01:38:00.000,,2021-01-26 08:04:17.711,2021-01-26 08:04:14.460,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-26 07:58:00.000,1f55f967-dfc4-7f0a-0616-9fb3ff4a5122,
,88.0,12,12,6,5,12,205,129,1,7,0,0,,,24.0,,6.0,,,f2b15eb8-cf8e-628e-c44d-0be06946dc2a.extra_data.json,2,94.0,60,205,2020-12-24 03:26:00.000,,2020-12-24 07:01:15.323,2020-12-24 06:56:15.166,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-24 06:51:00.000,f2b15eb8-cf8e-628e-c44d-0be06946dc2a,
,50.0,18,24,8,20,48,505,166,2,26,0,0,,1,60.0,,19.0,,,26387ae0-bb38-c728-17a8-62b599780576.extra_data.json,4,90.0,49,505,2021-03-03 22:45:00.000,,2021-03-04 07:17:06.257,2021-03-04 07:14:03.322,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-04 07:10:00.000,26387ae0-bb38-c728-17a8-62b599780576,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-03 22:36:51.680,,2021-03-07 07:22:58.695,2021-03-07 07:22:58.695,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-04 06:55:22.100,b78cd643-6b26-4a71-b9f6-75e4f2ebdbfa,
,100.0,0,0,3,0,39,107,67,0,39,0,0,,,0.0,,37.0,,,b65448d1-a71c-944f-e0ac-3081a5c0c372.extra_data.json,1,63.0,42,107,2020-12-06 21:08:00.000,,2020-12-06 23:06:13.886,2020-12-06 22:55:50.099,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-06 22:55:00.000,b65448d1-a71c-944f-e0ac-3081a5c0c372,
,73.0,26,26,3,11,52,505,124,0,29,0,0,,,20.0,,11.0,,,5ca3c63f-cdc7-e8c8-0886-b547a7a5f800.extra_data.json,5,89.0,65,505,2020-12-03 22:35:00.000,,2020-12-04 07:06:10.084,2020-12-04 07:06:07.373,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-04 07:00:00.000,5ca3c63f-cdc7-e8c8-0886-b547a7a5f800,
,76.0,27,27,12,9,65,480,184,1,38,3,0,,1,59.0,,28.0,,,1096c2a6-5aae-d675-692b-dfef8506a66d.extra_data.json,5,85.0,61,483,2021-03-08 22:50:00.000,,2021-03-09 07:13:10.765,2021-03-09 07:12:16.391,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-09 06:53:00.000,1096c2a6-5aae-d675-692b-dfef8506a66d,
,81.0,37,37,14,4,43,463,206,0,18,0,0,,1,61.0,,20.0,,,b7d181ee-8cb7-f28a-cbf4-b5bd60a04f65.extra_data.json,3,90.0,78,463,2021-03-11 22:32:00.000,,2021-03-12 06:27:00.096,2021-03-12 06:24:28.331,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-12 06:15:00.000,b7d181ee-8cb7-f28a-cbf4-b5bd60a04f65,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-13 22:46:10.927,,2021-03-16 05:50:10.834,2021-03-16 05:50:10.834,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-14 06:03:41.519,aa5f4c63-04f2-43ac-aa6c-76fa212ae209,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-18 22:27:57.428,,2021-03-19 06:09:37.303,2021-03-19 06:09:37.303,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-19 06:09:36.711,b4471b48-8b36-43d4-846c-566f143bb300,
,72.0,12,12,16,8,39,303,185,0,14,0,0,,1,37.0,,26.0,,,e8fcf5a8-74d1-86f1-74fb-b30bc085af22.extra_data.json,2,87.0,51,303,2021-02-06 03:31:00.000,,2021-02-06 08:41:45.867,2021-02-06 08:41:42.603,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-06 08:34:00.000,e8fcf5a8-74d1-86f1-74fb-b30bc085af22,
,93.0,2,2,9,3,28,274,61,0,17,0,0,,,4.0,,11.0,,,da68206c-d34e-9cb5-92de-44dbfe24702b.extra_data.json,2,89.0,55,274,2020-12-30 23:42:00.000,,2020-12-31 04:21:47.821,2020-12-31 04:21:45.351,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-31 04:16:00.000,da68206c-d34e-9cb5-92de-44dbfe24702b,
,68.0,17,34,6,12,59,632,103,2,27,0,0,,1,75.0,,19.0,,,2de1051f-661d-5176-83a4-8817e6a5181c.extra_data.json,6,90.0,62,632,2021-03-21 20:43:00.000,,2021-03-22 07:19:09.219,2021-03-22 07:19:02.312,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-22 07:15:00.000,2de1051f-661d-5176-83a4-8817e6a5181c,
,73.0,24,24,10,11,46,454,187,2,19,0,0,,,20.0,,11.0,,,b3b46972-5c04-6bcc-dc0f-0848d1586b92.extra_data.json,3,89.0,61,454,2021-01-21 23:55:00.000,,2021-01-22 07:35:55.734,2021-01-22 07:35:53.321,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-22 07:29:00.000,b3b46972-5c04-6bcc-dc0f-0848d1586b92,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-24 23:24:06.161,,2021-02-28 19:08:25.233,2021-02-28 19:08:25.233,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-25 08:36:06.161,e518f22a-e769-44fe-8187-02699570ded8,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-18 22:20:10.006,,2021-02-28 19:08:25.529,2021-02-28 19:08:25.529,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-19 07:44:46.006,a96be6cb-a3a9-48e7-a451-c4229ea6fb70,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-12 23:23:50.090,,2021-02-28 19:08:25.900,2021-02-28 19:08:25.900,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-13 08:25:02.090,05cc0005-5785-40d4-a600-ffb92dd82813,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-06 23:23:25.375,,2021-02-28 19:08:26.212,2021-02-28 19:08:26.212,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-07 08:27:01.377,a88664f3-00c6-4804-bfa9-d0b991087dae,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-31 23:34:08.502,,2021-02-28 19:08:26.582,2021-02-28 19:08:26.582,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-01 07:46:44.502,ea5b9e8b-b29f-4bd3-b3a5-39192dc734eb,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-25 23:24:10.748,,2021-02-28 19:08:27.022,2021-02-28 19:08:27.022,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-26 07:44:34.750,27b583c7-361b-49c3-b7ed-e788c4e5f3a5,
,80.0,8,8,24,8,37,404,249,2,20,0,0,,,8.0,,10.0,,,29466fd3-d4a9-9259-7a3f-a6616459711a.extra_data.json,2,90.0,52,404,2021-01-10 22:56:00.000,,2021-01-11 05:45:53.202,2021-01-11 05:45:51.288,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-01-11 05:40:00.000,29466fd3-d4a9-9259-7a3f-a6616459711a,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-19 22:07:22.563,,2021-02-28 19:08:27.385,2021-02-28 19:08:27.385,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-20 05:41:34.563,f6a9fbc6-b0ef-4ab0-b61f-2882d19bc7ea,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-13 22:40:31.035,,2021-02-28 19:08:27.711,2021-02-28 19:08:27.711,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-14 06:51:19.037,74acd548-8893-45f7-9980-243a89375571,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-07 22:18:43.323,,2021-02-28 19:08:28.103,2021-02-28 19:08:28.103,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-08 06:58:19.321,8dec0410-18e4-4727-9e3a-b3d51d501be0,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-01 23:17:34.080,,2021-02-28 19:08:28.446,2021-02-28 19:08:28.446,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-02 07:01:22.080,52910ac0-4bc4-4777-88e7-981c09423167,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-26 23:33:19.985,,2021-02-28 19:08:28.804,2021-02-28 19:08:28.804,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-27 07:45:19.985,d5419540-6cb9-4f1c-94fa-3237045d8826,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-20 23:42:33.986,,2021-02-28 19:08:29.101,2021-02-28 19:08:29.101,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-21 07:47:21.986,8242c26c-771e-4636-b5de-7e8a95bae2c0,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-14 22:57:45.318,,2021-02-28 19:08:29.469,2021-02-28 19:08:29.469,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-15 06:53:33.318,cba9ba4b-d830-420b-b9ff-a4347581a14f,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-08 22:53:26.567,,2021-02-28 19:08:29.806,2021-02-28 19:08:29.806,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-09 07:00:02.565,610329a4-cc91-4855-800d-ab3292ac9c4e,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02 22:51:53.421,,2021-02-28 19:08:30.148,2021-02-28 19:08:30.148,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-03 07:01:29.419,7893eb2e-ca3a-476a-9069-36d3688e84c7,
,24.0,34,34,10,41,57,481,251,2,35,0,0,,1,61.0,,23.0,,,6c0ec6e1-b44b-9a57-3242-6b7353847280.extra_data.json,3,88.0,58,481,2021-03-01 22:41:00.000,,2021-03-02 06:48:50.717,2021-03-02 06:46:32.301,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-02 06:42:00.000,6c0ec6e1-b44b-9a57-3242-6b7353847280,
,74.0,0,0,9,1,25,148,65,0,12,0,0,b9deff1d-4acf-4638-9539-b3e40d8c776e,1,15.0,,39.0,,,b5ff7af8-1e45-551b-5b9e-36f6c354e81d.extra_data.json,1,83.0,43,148,2021-03-24 22:25:00.000,,2021-03-25 06:54:41.495,2021-03-25 00:57:10.466,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-25 00:53:00.000,b5ff7af8-1e45-551b-5b9e-36f6c354e81d,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-24 21:42:05.118,,2021-03-27 06:17:16.340,2021-03-27 06:17:16.340,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-25 06:31:19.318,4892e163-34cc-479d-b203-1ca126d13e3c,
,65.0,0,0,10,5,19,148,60,1,13,0,0,,1,15.0,,38.0,,,a7068d7b-c39e-567d-ccb5-65346f15b699.extra_data.json,2,87.0,40,148,2021-02-11 23:22:00.000,,2021-02-12 01:55:40.477,2021-02-12 01:55:38.348,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-12 01:50:00.000,a7068d7b-c39e-567d-ccb5-65346f15b699,
,65.0,3,3,5,5,18,249,76,1,6,0,0,9d603c85-5755-4d90-8eae-86e02f1539fe,1,28.0,,16.0,,,56a799e2-52c9-9083-1fc8-5ff794826e04.extra_data.json,2,92.0,57,249,2021-03-04 22:51:00.000,,2021-03-05 07:01:16.552,2021-03-05 03:03:00.572,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-05 03:00:00.000,56a799e2-52c9-9083-1fc8-5ff794826e04,
,73.0,0,0,2,2,16,166,109,0,10,0,0,9a9d8584-b977-4911-80f6-f39a7b70e949,1,17.0,,17.0,,,a8e3be63-2671-02c9-55ee-946308a889c3.extra_data.json,1,90.0,45,166,2021-03-07 04:44:00.000,,2021-03-07 07:32:14.492,2021-03-07 07:32:10.306,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-07 07:30:00.000,a8e3be63-2671-02c9-55ee-946308a889c3,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-09 22:22:46.362,,2021-03-10 07:05:38.200,2021-03-10 07:05:38.200,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-10 07:05:37.490,8d7c1ddc-fb0b-4b56-a36a-fcae0ad70231,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-10 22:10:14.673,,2021-03-13 06:00:17.077,2021-03-13 06:00:17.077,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-11 06:30:17.468,1d4180ad-b7a8-4d3c-a91d-298498837b27,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-12 22:03:22.328,,2021-03-16 05:50:10.877,2021-03-16 05:50:10.877,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-13 06:00:16.333,a6a89f60-488b-4c52-ae32-d964fd9d92cb,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-17 22:23:12.754,,2021-03-19 06:09:37.357,2021-03-19 06:09:37.357,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-18 06:23:41.348,4377b875-1ea7-4b2b-b36e-24e478be729e,
,65.0,0,0,19,10,55,323,101,1,35,0,0,,1,32.0,,47.0,,,0542c7e5-8d3b-ed92-baef-c743ec9849c1.extra_data.json,3,82.0,40,323,2021-02-15 03:24:00.000,,2021-02-15 08:56:17.091,2021-02-15 08:56:15.341,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-15 08:47:00.000,0542c7e5-8d3b-ed92-baef-c743ec9849c1,
,60.0,0,0,12,5,18,102,102,1,14,0,0,cdac45d5-ada4-4da7-b8da-10a7d355998e,1,10.0,,43.0,,,e0ca0abf-ee68-fd33-cde8-87bcff083a1e.extra_data.json,1,82.0,40,102,2021-03-29 21:30:00.000,,2021-03-30 03:35:40.852,2021-03-29 23:17:06.381,UTC+0400,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-29 23:12:00.000,e0ca0abf-ee68-fd33-cde8-87bcff083a1e,
,72.0,3,3,18,3,26,273,273,0,9,0,0,2819ce71-0bab-412b-b80c-7ecf1b6ef2bb,1,29.0,,19.0,,,85495dd4-99ab-9973-cb81-3a509cd189d1.extra_data.json,1,90.0,54,273,2021-03-22 21:59:00.000,,2021-03-23 06:29:21.647,2021-03-23 02:35:02.334,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-23 02:32:00.000,85495dd4-99ab-9973-cb81-3a509cd189d1,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-22 21:44:15.652,,2021-03-25 06:31:19.974,2021-03-25 06:31:19.974,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-23 06:19:58.925,358a32e8-a807-409e-8186-d06840c515c2,
,36.0,8,8,4,19,23,119,105,2,18,5,0,,1,22.0,,38.0,,,927dd8b0-905d-166d-27ae-b229c59dfd91.extra_data.json,1,78.0,48,124,2021-02-11 05:41:00.000,,2021-02-11 08:04:38.366,2021-02-11 08:04:36.344,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-11 07:45:00.000,927dd8b0-905d-166d-27ae-b229c59dfd91,
,77.0,4,4,7,3,53,378,148,0,35,5,0,,1,40.0,,28.0,,,991dad91-d594-35ca-6e7c-67e744d965fb.extra_data.json,2,85.0,57,383,2021-03-27 00:10:00.000,,2021-03-27 06:57:16.573,2021-03-27 06:52:20.343,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-27 06:33:00.000,991dad91-d594-35ca-6e7c-67e744d965fb,
,70.0,0,11,0,0,0,43,0,0,0,0,0,,1,30.0,,0.0,,,1d728c77-5c7a-614b-17b6-bc1d22df4704.extra_data.json,0,100.0,54,43,2021-02-08 01:58:00.000,,2021-02-08 02:41:55.139,2021-02-08 02:41:53.532,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-02-08 02:41:00.000,1d728c77-5c7a-614b-17b6-bc1d22df4704,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-09 22:58:45.324,,2020-12-21 21:11:09.411,2020-12-21 21:11:09.411,UTC+0200,vC702BfhH0,,com.urbandroid.sleep,2020-12-10 07:01:27.427,563520bf-4bb4-4879-9b21-f348fdeeb614,
,73.0,3,3,1,2,7,129,75,0,4,0,0,cdac45d5-ada4-4da7-b8da-10a7d355998e,1,17.0,,10.0,,,99d4965c-b209-08c4-a537-f7ca6bf09d40.extra_data.json,1,94.0,62,129,2021-03-29 23:59:00.000,,2021-03-30 03:35:40.869,2021-03-30 02:12:17.348,UTC+0400,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-30 02:08:00.000,99d4965c-b209-08c4-a537-f7ca6bf09d40,
,10.0,34,34,10,36,55,555,161,1,28,0,0,,,24.0,,10.0,,,bc20d710-7b89-9660-60f9-1cae6d827001.extra_data.json,6,90.0,62,555,2020-12-13 22:30:00.000,,2020-12-14 07:56:00.192,2020-12-14 07:55:58.390,UTC+0200,RHeBeWmk3Z,,com.sec.android.app.shealth,2020-12-14 07:45:00.000,bc20d710-7b89-9660-60f9-1cae6d827001,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-23 23:30:30.190,,2021-02-28 19:08:25.294,2021-02-28 19:08:25.294,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-24 07:34:06.192,52aafcf9-faa4-4c24-a2c3-f2f232740dae,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-17 23:12:59.067,,2021-02-28 19:08:25.595,2021-02-28 19:08:25.595,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-18 07:06:23.067,9c3d123d-862b-4086-ad3d-d6d8a0369e27,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-11 23:06:32.095,,2021-02-28 19:08:25.958,2021-02-28 19:08:25.958,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-12 08:32:20.099,4341adbc-aaa7-4806-ab3e-189ac6d36f47,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-05 23:31:14.496,,2021-02-28 19:08:26.260,2021-02-28 19:08:26.260,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-02-06 08:36:38.498,ae590179-9e1b-447f-8ace-8b2aaca8beaf,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-30 23:51:08.644,,2021-02-28 19:08:26.666,2021-02-28 19:08:26.666,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-31 08:01:20.644,62d4001d-7b50-4748-aff5-6423df5709c7,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-24 23:15:51.693,,2021-02-28 19:08:27.064,2021-02-28 19:08:27.064,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-25 07:01:27.693,9448dd96-8780-472e-bbd9-c1d5c48e5c25,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-18 22:42:24.670,,2021-02-28 19:08:27.448,2021-02-28 19:08:27.448,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-19 07:01:36.668,b9ba795b-cc13-47a6-bc58-c695a93cbe82,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-12 22:53:24.630,,2021-02-28 19:08:27.770,2021-02-28 19:08:27.770,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-13 06:27:36.630,9ba5bc48-da9e-4c10-98eb-dad39758f49a,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-06 23:10:23.719,,2021-02-28 19:08:28.160,2021-02-28 19:08:28.160,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-07 06:58:23.719,d370f61a-51f7-401f-a70f-d140f8bd3c1d,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-01 00:02:23.172,,2021-02-28 19:08:28.515,2021-02-28 19:08:28.515,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2021-01-01 07:58:11.172,11eb8ecc-3b9f-476b-9b8d-7967338e4cb7,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-26 00:39:10.033,,2021-02-28 19:08:28.847,2021-02-28 19:08:28.847,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-26 08:47:34.035,267ed460-e17b-44e7-9752-bb9647638917,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-19 22:51:26.022,,2021-02-28 19:08:29.152,2021-02-28 19:08:29.152,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-20 08:34:38.022,ab34c869-41e7-4bb4-a8da-201cd1d5e3a0,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-13 22:02:04.848,,2021-02-28 19:08:29.519,2021-02-28 19:08:29.519,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-14 07:32:04.848,f2f37865-d009-4390-981a-e7ccd8d37e2d,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-07 22:41:21.313,,2021-02-28 19:08:29.865,2021-02-28 19:08:29.865,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-08 06:59:57.315,c353d8ab-8664-441c-ae8f-7d8c90ae13d1,
,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-01 23:10:55.003,,2021-02-28 19:08:30.198,2021-02-28 19:08:30.198,UTC+0200,OD8XXfRrR9,,com.urbandroid.sleep,2020-12-02 07:30:43.003,270b58fa-7f56-48ad-a926-709583a19d59,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-02 22:57:59.657,,2021-03-03 07:05:31.740,2021-03-03 07:05:31.740,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-03 07:05:31.026,ab9555c5-d9e2-4458-ac28-8aa33283e5aa,
,59.0,40,40,7,11,32,230,94,1,23,0,0,9d603c85-5755-4d90-8eae-86e02f1539fe,1,57.0,,31.0,,,9de51733-c8c9-84cd-a785-3ccd9aa90e6e.extra_data.json,2,86.0,66,230,2021-03-05 03:06:00.000,,2021-03-05 07:01:16.562,2021-03-05 07:01:14.236,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-05 06:56:00.000,9de51733-c8c9-84cd-a785-3ccd9aa90e6e,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-05 22:32:58.871,,2021-03-07 22:43:08.432,2021-03-07 22:43:08.432,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-06 07:17:09.460,1ff82385-a439-4bab-9939-52f887360892,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-07 23:46:06.103,,2021-03-10 07:05:38.469,2021-03-10 07:05:38.469,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-08 06:33:11.173,56b39da6-6105-4ab9-8ee5-0454d3174415,
,58.0,31,31,6,22,54,415,101,2,35,0,0,,1,61.0,,27.0,,,6de5b66e-f368-0bc7-b3ee-659e15384481.extra_data.json,6,86.0,64,415,2021-03-12 23:04:00.000,,2021-03-13 06:08:47.756,2021-03-13 06:06:53.361,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-13 05:59:00.000,6de5b66e-f368-0bc7-b3ee-659e15384481,
,81.0,44,44,11,4,87,472,220,0,65,0,0,,1,65.0,,37.0,,,1ef340e1-b252-0b0f-e70f-bc0488de88b4.extra_data.json,3,81.0,74,472,2021-03-15 22:23:00.000,,2021-03-16 06:17:34.923,2021-03-16 06:17:27.360,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-16 06:15:00.000,1ef340e1-b252-0b0f-e70f-bc0488de88b4,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-15 22:09:08.599,,2021-03-19 06:09:37.419,2021-03-19 06:09:37.419,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-16 05:50:10.170,86a56cba-45df-4902-89cd-51fd4ed158cd,
,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-19 22:04:21.173,,2021-03-23 06:19:59.629,2021-03-23 06:19:59.629,UTC+0300,OD8XXfRrR9,,com.urbandroid.sleep,2021-03-20 06:41:37.630,c40f4749-8d3d-4d2f-acb8-444a1ee81826,
,42.0,2,2,9,23,51,333,117,2,26,0,0,b9deff1d-4acf-4638-9539-b3e40d8c776e,1,35.0,,31.0,,,a8676ebc-5526-2ec2-6cd1-780e6e6af083.extra_data.json,3,84.0,44,333,2021-03-25 01:13:00.000,,2021-03-25 06:54:41.501,2021-03-25 06:49:17.375,UTC+0300,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-25 06:46:00.000,a8676ebc-5526-2ec2-6cd1-780e6e6af083,
,40.0,9,9,12,25,48,365,149,2,31,0,0,,1,41.0,,30.0,,,23fbcefd-d9c9-3fff-7f02-8da22d7985fc.extra_data.json,3,86.0,48,365,2021-03-27 23:46:00.000,,2021-03-28 05:58:45.880,2021-03-28 05:58:41.370,UTC+0400,RHeBeWmk3Z,,com.sec.android.app.shealth,2021-03-28 05:51:00.000,23fbcefd-d9c9-3fff-7f02-8da22d7985fc,
